name,memory_size,memory_type,bus_speed,module_sticks,module_capacity,first_word_latency,cas_latency
TEAMGROUP T-Force DELTAα RGB,32.0,5,5600,2,16,14.286,40.0
G.Skill Ripjaws X,16.0,3,1333,2,8,13.503,9.0
G.Skill Ripjaws X,8.0,3,1866,1,8,10.718,10.0
Crucial CT8G4VFS4213,8.0,4,2133,1,8,14.065,15.0
Klevv Genuine,8.0,3,1600,2,4,11.25,9.0
Patriot Signature Line,4.0,4,2400,1,4,14.167,17.0
Corsair Dominator Platinum,32.0,4,3200,2,16,10.0,16.0
Kingston FURY,32.0,4,2133,2,16,13.127,14.0
Kingston FURY,32.0,4,2400,2,16,12.5,15.0
Corsair Vengeance LED,32.0,4,3200,2,16,10.0,16.0
Crucial CT4K8G4DFS8266,32.0,4,2666,4,8,14.254,19.0
Crucial CT32G4LFD424A,32.0,4,2400,1,32,14.167,17.0
Crucial CT32G4RFD4293,32.0,4,2933,1,32,14.32,21.0
OLOy MD4U082616BJDA,16.0,4,2666,2,8,12.003,16.0
G.Skill Trident Z RGB,64.0,4,3600,2,32,8.889,16.0
G.Skill Trident Z Royal Elite,64.0,4,3600,4,16,8.889,16.0
Kingston FURY Renegade,32.0,4,4266,2,16,8.908,19.0
PNY XLR8 Gaming EPIC-X RGB,16.0,4,4200,2,8,9.048,19.0
GOODRAM IRDM,64.0,5,5600,2,32,10.714,30.0
Crucial Pro Overclocking,24.0,5,6000,1,24,12.0,36.0
V-Color TRA532G72D834O,256.0,5,7200,8,32,9.444,34.0
Silicon Power SP064GBSVU560F22,64.0,5,5600,2,32,16.429,46.0
Kingston FURY Impact,32.0,5,5600,1,32,14.286,40.0
Crucial CT2K24G56C46S5,48.0,5,5600,2,24,16.429,46.0
G.Skill Trident Z RGB,32.0,4,4000,2,16,9.5,19.0
Crucial CT2K16G4RFS4266,32.0,4,2666,2,16,14.254,19.0
Kingston Fury Renegade RGB,16.0,4,3600,1,16,8.889,16.0
Mushkin Enhanced Redline Stiletto,16.0,4,4133,2,8,9.194,19.0
Mushkin Proline,32.0,4,3200,1,32,13.75,22.0
G.Skill Ripjaws X,8.0,3,1333,2,4,13.503,9.0
Corsair Dominator Platinum,16.0,4,2666,4,4,11.253,15.0
G.Skill Trident Z Neo,16.0,4,3200,2,8,8.75,14.0
G.Skill Flare X5,48.0,5,5600,2,24,14.286,40.0
Kingston Fury Renegade RGB,24.0,5,6400,1,24,10.0,32.0
G.Skill Ares,16.0,3,1600,2,8,11.25,9.0
G.Skill Ripjaws 4,16.0,4,2400,2,8,12.5,15.0
Kingston KVR16N11S8K2/8,8.0,3,1600,2,4,13.75,11.0
Kingston KVR16E11K4/32,32.0,3,1600,4,8,13.75,11.0
G.Skill Trident Z Royal,32.0,4,3200,4,8,8.75,14.0
G.Skill Trident Z Royal,16.0,4,4000,2,8,9.0,18.0
G.Skill Ripjaws V,16.0,4,4000,2,8,7.5,15.0
Kingston FURY Renegade,64.0,4,3600,2,32,10.0,18.0
G.Skill Trident Z RGB,64.0,4,2400,4,16,12.5,15.0
Silicon Power SP008GBLFU240X02,8.0,4,2400,1,8,14.167,17.0
Crucial CT8G56C46S5,8.0,5,5600,1,8,16.429,46.0
Kingston FURY Renegade Pro,32.0,5,6800,1,32,10.0,34.0
Kingston ValueRAM,1.0,3,1333,1,1,13.503,9.0
Corsair XMS2,4.0,2,1066,2,2,13.133,7.0
Corsair Vengeance,24.0,3,1600,6,4,11.25,9.0
G.Skill Ripjaws X,8.0,3,2133,2,4,10.314,11.0
Mushkin Silverline,4.0,2,800,2,2,12.5,5.0
Corsair Vengeance,32.0,3,1600,4,8,11.25,9.0
Kingston KHX1600C10D3B1K2/16G,16.0,3,1600,2,8,12.5,10.0
Corsair Dominator Platinum,16.0,3,2133,4,4,8.439,9.0
Crucial CT2K8G4DFD8213,16.0,4,2133,2,8,14.065,15.0
ADATA XPG Z1,8.0,4,2400,2,4,13.333,16.0
Kingston HyperX Savage,32.0,3,1600,4,8,11.25,9.0
Kingston KTH-PL316LLQ/32G,32.0,3,1600,1,32,13.75,11.0
TEAMGROUP Elite Plus,16.0,4,2133,2,8,14.065,15.0
Kingston KVR16E11/8I,8.0,3,1600,1,8,13.75,11.0
Kingston ValueRAM,4.0,4,2133,1,4,14.065,15.0
Corsair Vengeance Performance,16.0,3,2133,2,8,10.314,11.0
Kingston ValueRAM,8.0,4,2133,2,4,14.065,15.0
Crucial Ballistix Sport LT,16.0,4,2400,4,4,13.333,16.0
Avexir Core,16.0,4,2400,2,8,13.333,16.0
G.Skill Trident Z RGB,32.0,4,3000,4,8,10.0,15.0
G.Skill TridentZ RGB,128.0,4,3200,8,16,8.75,14.0
G.Skill Trident Z RGB,16.0,4,4133,2,8,8.226,17.0
Patriot Viper Elite,32.0,4,2666,2,16,12.003,16.0
Crucial Ballistix Sport LT,16.0,4,3200,1,16,10.0,16.0
GeIL EVO X II AMD,16.0,4,3200,2,8,10.0,16.0
Patriot Signature Premium,8.0,4,2666,2,4,14.254,19.0
Crucial Ballistix,16.0,4,2400,2,8,13.333,16.0
Crucial Ballistix,8.0,4,2400,2,4,13.333,16.0
Kingston HyperX Fury,16.0,4,3000,2,8,10.0,15.0
OLOy OWL,16.0,4,3000,2,8,10.667,16.0
G.Skill Trident Z Royal,64.0,4,3600,4,16,7.778,14.0
OLOy Blade RGB,32.0,4,3200,2,16,10.0,16.0
G.Skill Trident Z5 RGB,32.0,5,5600,2,16,14.286,40.0
G.Skill Ripjaws V,16.0,4,4000,2,8,7.0,14.0
G.Skill Trident Z Neo (For AMD Ryzen),32.0,4,2666,2,16,13.503,18.0
Kingston FURY Beast,64.0,4,2666,2,32,12.003,16.0
Lexar Hades RGB,32.0,4,3200,2,16,11.25,18.0
G.Skill Trident Z Royal,32.0,4,4800,2,16,8.333,20.0
G.Skill Ripjaws V,8.0,4,2800,1,8,12.143,17.0
G.Skill Trident Z RGB,64.0,4,4000,8,8,9.0,18.0
TEAMGROUP Elite Plus,32.0,5,4800,2,16,16.667,40.0
Corsair Vengeance RGB Pro SL,16.0,4,4000,2,8,9.0,18.0
GeIL Polaris,32.0,5,5600,2,16,16.429,46.0
Mushkin Enhanced Redline Stiletto,16.0,4,4000,2,8,9.0,18.0
Klevv CRAS V RGB,32.0,5,7600,2,16,9.474,36.0
Klevv CRAS V RGB,32.0,5,8000,2,16,9.5,38.0
GOODRAM IRDM PRO,16.0,4,3600,2,8,9.444,17.0
Netac Shadow II,16.0,4,3200,1,16,10.0,16.0
TEAMGROUP T-Force Vulcan,32.0,5,6400,2,16,9.375,30.0
G.Skill Trident X,32.0,3,2933,4,8,8.183,12.0
G.Skill Value,4.0,4,2400,1,4,14.167,17.0
V-Color TRA548G72D834Q,192.0,5,7200,4,48,9.444,34.0
G.Skill Ripjaws,64.0,4,3200,2,32,13.75,22.0
Silicon Power SP032GBSFU320X22,32.0,4,3200,2,16,13.75,22.0
Mushkin Essentials,32.0,4,2133,2,16,14.065,15.0
Mushkin Redline,32.0,4,4133,2,16,9.194,19.0
Crucial CT8G52C42S5,8.0,5,5200,1,8,16.154,42.0
Mushkin Silverline,16.0,3,1333,2,8,13.503,9.0
Acer Predator Vesta II RGB,64.0,5,6000,2,32,10.0,30.0
G.Skill Trident Z Royal Elite,32.0,4,3600,4,8,7.778,14.0
G.Skill Trident Z Royal,16.0,4,4400,2,8,7.273,16.0
G.Skill Trident Z RGB (For AMD),64.0,4,2400,4,16,12.5,15.0
G.Skill Ares,32.0,3,1600,4,8,12.5,10.0
Mushkin Proline,16.0,4,2933,1,16,14.32,21.0
Timetec PINNACLE Konduit,32.0,4,3200,1,32,10.0,16.0
Lexar LD4AS016G-B3200GSST,16.0,4,3200,1,16,13.75,22.0
G.Skill Ripjaws 4,64.0,4,2133,8,8,14.065,15.0
Samsung M393A4K40CB1-CRC,32.0,4,2400,1,32,14.167,17.0
Crucial CT2K16G4DFD8266,32.0,4,2666,2,16,14.254,19.0
G.Skill Trident Z,32.0,5,5600,2,16,12.857,36.0
Kingston FURY Renegade Pro,16.0,5,6000,1,16,10.667,32.0
Kingston KVR21R15S4K4/32,32.0,4,2133,4,8,14.065,15.0
G.Skill NT,8.0,4,2400,1,8,12.5,15.0
G.Skill Trident Z RGB,32.0,4,2400,2,16,12.5,15.0
G.Skill Trident Z RGB,32.0,4,3600,4,8,8.889,16.0
G.Skill Value,32.0,4,2666,1,32,14.254,19.0
Kingston HyperX,16.0,4,4800,2,8,7.917,19.0
G.Skill Sniper X,16.0,4,3600,2,8,10.556,19.0
Patriot Viper 4,16.0,4,3600,2,8,9.444,17.0
Acer Predator Hermes RGB,32.0,5,6400,2,16,10.0,32.0
Patriot PSD32G13332,2.0,3,1333,1,2,13.503,9.0
Corsair Vengeance,16.0,3,1866,2,8,9.646,9.0
G.Skill Trident X,8.0,3,2400,2,4,8.333,10.0
Corsair Vengeance LP,8.0,3,1600,1,8,12.5,10.0
Corsair Dominator Platinum,32.0,3,2400,4,8,8.333,10.0
Corsair Vengeance LP,32.0,3,1866,4,8,10.718,10.0
Samsung M471B1G73CB0-CK0,16.0,3,1600,2,8,13.75,11.0
G.Skill Ripjaws X,8.0,3,2133,2,4,8.439,9.0
ADATA XPG V1.0,16.0,3,1600,2,8,11.25,9.0
Transcend JM1333KLH-4G,4.0,3,1333,1,4,13.503,9.0
G.Skill AEGIS 4GB,4.0,3,1600,1,4,13.75,11.0
Samsung M393B1K70DH0-YH908,8.0,3,1333,1,8,13.503,9.0
Corsair Vengeance LPX,16.0,4,2133,4,4,14.065,15.0
Silicon Power SP008GBLTU160N02,8.0,3,1600,1,8,13.75,11.0
Kingston HyperX Fury,32.0,4,2400,4,8,12.5,15.0
Corsair Vengeance LPX,32.0,4,3000,4,8,10.0,15.0
Kingston HyperX Savage,16.0,4,2400,2,8,10.0,12.0
G.Skill Ripjaws V,32.0,4,2400,2,16,11.667,14.0
G.Skill Trident Z,16.0,4,3600,2,8,8.889,16.0
Corsair Vengeance LED,32.0,4,3000,4,8,10.0,15.0
TEAMGROUP T-Force Delta RGB,32.0,4,2400,2,16,12.5,15.0
TEAMGROUP T-Force Delta RGB,16.0,4,2666,2,8,11.253,15.0
ADATA XPG SPECTRIX D40,16.0,4,3200,2,8,10.0,16.0
TEAMGROUP T-Force Vulcan,64.0,4,3200,4,16,10.0,16.0
G.Skill Ripjaws V,16.0,4,3600,1,16,10.556,19.0
ADATA XPG GAMMIX D10,32.0,4,3000,4,8,10.667,16.0
Corsair Vengeance LPX,32.0,4,3333,2,16,9.601,16.0
TEAMGROUP T-Force XCalibur RGB,16.0,4,3600,2,8,10.0,18.0
ADATA XPG SPECTRIX D41,16.0,4,3600,2,8,9.444,17.0
Kingston HyperX Predator RGB,32.0,4,3200,4,8,10.0,16.0
TEAMGROUP T-Force Xtreem,16.0,4,4133,2,8,8.71,18.0
G.Skill Ripjaws V,8.0,4,2400,2,4,14.167,17.0
TEAMGROUP T-Force Vulcan Z,32.0,4,3000,2,16,10.667,16.0
Corsair Vengeance LPX,256.0,4,2400,8,32,13.333,16.0
GeIL GeIL EVO POTENZA AMD 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model GAPR416GB3000C16ADC,16.0,4,3000,2,8,10.667,16.0
G.Skill Ripjaws V,256.0,4,3600,8,32,10.0,18.0
Corsair Vengeance LPX,32.0,4,3600,2,16,11.111,20.0
OLOy OWL,32.0,4,3200,2,16,10.0,16.0
Thermaltake TOUGHRAM RGB,32.0,4,3600,2,16,10.0,18.0
Kingston HyperX Fury,64.0,4,2666,4,16,12.003,16.0
Apacer AU,8.0,4,2666,1,8,14.254,19.0
OLOy Blade,16.0,5,4800,2,8,16.667,40.0
G.Skill Trident Z Royal Elite,64.0,4,4266,4,16,8.908,19.0
Corsair Dominator Platinum RGB,32.0,5,4800,2,16,16.667,40.0
V-Color Manta XPrism RGB,32.0,5,5600,2,16,12.857,36.0
G.Skill Ripjaws V,32.0,4,4266,2,16,7.501,16.0
G.Skill TridentZ RGB,128.0,4,2666,4,32,14.254,19.0
GeIL EVO Potenza AMD Edition,32.0,4,3200,2,16,10.0,16.0
Kingston FURY Beast,16.0,4,3200,4,4,10.0,16.0
Lexar Hades RGB,16.0,4,3600,2,8,10.0,18.0
V-Color SKYWALKER PLUS,32.0,4,3200,2,16,10.0,16.0
ADATA XPG SPECTRIX D50,32.0,4,4133,2,16,9.194,19.0
G.Skill Sniper X,32.0,4,3600,2,16,10.556,19.0
G.Skill Trident Z RGB,8.0,4,3000,1,8,10.667,16.0
G.Skill F4-4200C19Q2-64GTZSW,64.0,4,4200,8,8,9.048,19.0
G.Skill Aegis,8.0,4,2800,1,8,12.143,17.0
Patriot Viper 4 Blackout,16.0,4,4266,2,8,8.439,18.0
Silicon Power XPOWER Zenith Gaming,16.0,5,5600,2,8,14.286,40.0
Silicon Power SP008GBLFU266X02,8.0,4,2666,1,8,14.254,19.0
Neo Forza MARS,32.0,4,3200,2,16,10.0,16.0
OLOy Blade,32.0,5,6400,2,16,10.0,32.0
Timetec PINNACLE Konduit RGB,32.0,4,3600,1,32,10.0,18.0
Lexar THOR,8.0,4,3600,1,8,10.0,18.0
Klevv CRAS XR5 RGB,32.0,5,6000,2,16,13.333,40.0
Mushkin Redline Pro,64.0,5,5600,2,32,16.429,46.0
V-Color TRA516G76S838Q,64.0,5,7600,4,16,10.0,38.0
Kingston Fury Renegade RGB,16.0,5,7600,1,16,10.0,38.0
Mushkin Redline,32.0,4,3200,2,16,10.0,16.0
Kingston FURY Impact,64.0,4,3200,2,32,12.5,20.0
G.Skill Ripjaws,16.0,3,1600,2,8,11.25,9.0
Corsair Vengeance Performance,16.0,4,2400,2,8,13.333,16.0
Kingston FURY Impact,16.0,4,3200,1,16,12.5,20.0
TEAMGROUP T-Create Classic,32.0,5,5200,1,32,16.154,42.0
Mushkin Redline Lumina,32.0,4,3200,2,16,8.75,14.0
G.Skill Trident Z Neo,32.0,4,3200,4,8,8.75,14.0
Kingston FURY Beast,128.0,4,3600,4,32,10.0,18.0
Mushkin Redline Lumina,16.0,4,3600,2,8,8.889,16.0
G.Skill Ripjaws X,32.0,3,2133,4,8,9.376,10.0
G.Skill Ripjaws V,32.0,4,2666,4,8,14.254,19.0
G.Skill Ripjaws V,64.0,4,4266,2,32,8.908,19.0
G.Skill Trident X,16.0,3,2400,4,4,8.333,10.0
G.Skill Value,32.0,4,2400,4,8,12.5,15.0
G.Skill Trident Z,32.0,4,3200,4,8,10.0,16.0
G.Skill Trident Z RGB,64.0,4,2400,8,8,12.5,15.0
Mushkin Redline Lumina,32.0,5,6800,2,16,10.0,34.0
G.Skill Value,8.0,3,1333,2,4,13.503,9.0
G.Skill F3-12800CL9S-2GBSQ,2.0,3,1600,1,2,11.25,9.0
G.Skill NS,4.0,3,1333,1,4,13.503,9.0
GeIL EVO SPEAR,16.0,4,2400,2,8,13.333,16.0
Kingston KCP426NS8/8,8.0,4,2666,1,8,14.254,19.0
Crucial Ballistix Elite,8.0,4,3600,1,8,8.889,16.0
Kingston HyperX Fury RGB,8.0,4,3466,1,8,9.233,16.0
TEAMGROUP T-Force Xtreem ARGB,16.0,4,3200,2,8,10.0,16.0
G.Skill Trident Z Neo,32.0,4,3800,2,16,7.368,14.0
Corsair Vengeance RGB RT,32.0,4,3200,4,8,10.0,16.0
G.Skill TridentZ RGB,32.0,4,4600,2,16,8.696,20.0
Mushkin Proline,16.0,4,2133,1,16,14.065,15.0
Corsair WS,256.0,5,5600,8,32,14.286,40.0
Corsair Dominator,4.0,2,1066,2,2,9.381,5.0
Crucial CT2KIT12864AA800,2.0,2,800,2,1,15.0,6.0
Crucial CT2KIT25664AA667,4.0,2,667,2,2,14.993,5.0
Corsair XMS3,8.0,3,1600,4,2,11.25,9.0
G.Skill Sniper,8.0,3,1866,2,4,9.646,9.0
G.Skill F3-12800CL9D-4GBSQ,4.0,3,1600,2,2,11.25,9.0
Mushkin Essentials,4.0,3,1600,2,2,13.75,11.0
Mushkin Essentials,16.0,3,1333,2,8,13.503,9.0
Corsair CMV8GX3M1A1333C9,8.0,3,1333,1,8,13.503,9.0
Kingston KHX2133C11D3W1K2/8GX,8.0,3,2133,2,4,10.314,11.0
Kingston KVR13N9S8/4,4.0,3,1333,1,4,13.503,9.0
G.Skill Ripjaws X,8.0,3,2400,2,4,9.167,11.0
Crucial CT25664BA160B,2.0,3,1600,1,2,13.75,11.0
Dell SNP8H68RC/8G,8.0,3,1600,1,8,13.75,11.0
Corsair Vengeance Pro,8.0,3,2400,2,4,9.167,11.0
Corsair Vengeance Pro,64.0,3,2133,8,8,10.314,11.0
AMD Radeon R9 Gamer,8.0,3,2133,2,4,9.376,10.0
Crucial CT51264BA1339J,4.0,3,1333,1,4,13.503,9.0
Crucial Ballistix Sport,8.0,4,2400,1,8,13.333,16.0
Kingston HyperX Savage,8.0,3,2400,1,8,9.167,11.0
Kingston HyperX Savage,16.0,3,1866,2,8,9.646,9.0
Corsair Dominator Platinum,64.0,4,2400,8,8,12.5,15.0
Kingston HyperX Fury,16.0,4,2133,4,4,13.127,14.0
Corsair Vengeance LP,8.0,3,1600,2,4,13.75,11.0
G.Skill Ripjaws V,8.0,4,2666,2,4,11.253,15.0
G.Skill Aegis,4.0,4,2133,1,4,14.065,15.0
Corsair Vengeance LPX,8.0,4,4200,2,4,9.048,19.0
Crucial CT9029050,32.0,4,2400,2,16,14.167,17.0
Apacer Panther Silver,16.0,4,2400,2,8,13.333,16.0
ADATA XPG GAMMIX D10,8.0,4,3000,1,8,10.667,16.0
Kingston HyperX Predator RGB,8.0,4,2933,1,8,10.228,15.0
G.Skill Trident Z,32.0,4,4000,2,16,9.5,19.0
Patriot Viper Elite,16.0,4,2666,2,8,12.003,16.0
Patriot Viper 4,16.0,4,3733,2,8,9.108,17.0
Corsair Dominator Platinum RGB,16.0,4,4800,2,8,7.5,18.0
Crucial Ballistix Elite,16.0,4,3600,2,8,8.889,16.0
OLOy MD4U083016BBSA,8.0,4,3000,1,8,10.667,16.0
Kingston HyperX Predator,64.0,4,3333,4,16,9.601,16.0
Patriot Signature Premium,16.0,4,2400,2,8,14.167,17.0
TEAMGROUP T-Force Dark Z,16.0,4,3000,2,8,10.667,16.0
TEAMGROUP T-Force Dark Za,32.0,4,3200,2,16,10.0,16.0
G.Skill Trident Z Royal,32.0,4,4000,4,8,9.0,18.0
Crucial Ballistix MAX,16.0,4,4000,2,8,9.0,18.0
Corsair Vengeance LPX,32.0,4,4600,4,8,7.826,18.0
OLOy MD4U163016CJSA,16.0,4,3000,1,16,10.667,16.0
Corsair Vengeance LPX,16.0,4,3600,2,8,11.111,20.0
G.Skill Trident Z RGB,256.0,4,3600,8,32,10.0,18.0
ADATA XPG SPECTRIX D60G,16.0,4,3000,2,8,10.667,16.0
V-Color TD48G26S819-VC,8.0,4,2666,1,8,14.254,19.0
Kingston HyperX Fury RGB,32.0,4,3733,2,16,10.179,19.0
TEAMGROUP T-Force Delta TUF Gaming Alliance,32.0,4,3200,2,16,10.0,16.0
ADATA XPG GAMMIX D20,32.0,4,3600,2,16,10.0,18.0
Apacer AU,8.0,4,2400,1,8,14.167,17.0
Neo Forza FAYE,32.0,4,3200,2,16,10.0,16.0
Neo Forza FAYE,8.0,4,3200,1,8,10.0,16.0
Neo Forza FAYE,16.0,4,3600,2,8,10.0,18.0
G.Skill Trident Z RGB,16.0,4,4000,2,8,7.0,14.0
OLOy Blade RGB,16.0,4,3600,2,8,7.778,14.0
Kingston Fury Renegade RGB,16.0,4,3200,2,8,10.0,16.0
G.Skill Ripjaws V,32.0,4,3600,4,8,7.778,14.0
HP V10 RGB,32.0,4,3600,2,16,7.778,14.0
Kingston Fury Renegade RGB,8.0,4,4000,1,8,9.5,19.0
TEAMGROUP T-Force Vulcan Z,32.0,4,3600,2,16,7.778,14.0
Kingston FURY Beast,16.0,4,2666,4,4,12.003,16.0
V-Color XSky RGB,32.0,5,6600,2,16,9.697,32.0
ADATA XPG Z1,32.0,4,3200,2,16,10.0,16.0
TEAMGROUP Elite,16.0,4,2400,2,8,13.333,16.0
ADATA XPG SPECTRIX D50,8.0,4,3600,1,8,10.0,18.0
Mushkin Redline,64.0,4,3200,2,32,10.0,16.0
Silicon Power SP008GBLFU266B02,8.0,4,2666,1,8,14.254,19.0
Thermaltake TOUGHRAM XG RGB,32.0,4,4000,2,16,9.5,19.0
Kingston Fury Renegade RGB,16.0,5,6800,1,16,10.588,36.0
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB,32.0,5,6400,2,16,12.5,40.0
TEAMGROUP T-Force Vulcan alpha,16.0,5,5200,2,8,14.615,38.0
Crucial Ballistix MAX RGB,32.0,4,4400,2,16,8.636,19.0
GeIL EVO V RGB,48.0,5,6400,1,48,11.875,38.0
GeIL EVO V RGB,48.0,5,8400,2,24,10.0,42.0
GOODRAM IRDM,32.0,5,6800,2,16,10.0,34.0
TEAMGROUP T-Force Vulcan,8.0,5,5200,1,8,15.385,40.0
G.Skill Trident Z,16.0,4,3600,1,16,10.0,18.0
Kingston FURY Renegade,24.0,5,7200,1,24,10.556,38.0
G.Skill Zeta R5 Neo,128.0,5,6000,4,32,10.0,30.0
V-Color TRA524G70S834O,192.0,5,7000,8,24,9.714,34.0
Crucial Ballistix Sport LT,64.0,4,3200,4,16,10.0,16.0
G.Skill Ripjaws,16.0,4,2400,1,16,13.333,16.0
Kingston FURY Impact,16.0,5,4800,1,16,15.833,38.0
Lexar LD4AS008G-B3200GSST,8.0,4,3200,1,8,13.75,22.0
Mushkin Redline ST,32.0,5,6800,2,16,10.0,34.0
Kingston FURY Renegade Pro,128.0,5,4800,4,32,15.0,36.0
G.Skill Ripjaws X,8.0,3,1600,1,8,11.25,9.0
G.Skill Ripjaws,8.0,3,1600,1,8,11.25,9.0
G.Skill F4-3200C16Q2-128GTZKY,128.0,4,3200,8,16,10.0,16.0
Mushkin Redline Lumina,32.0,4,3600,2,16,10.0,18.0
TEAMGROUP T-Force Zeus,16.0,4,3200,1,16,13.75,22.0
G.Skill Trident Z Neo,32.0,4,3000,2,16,10.667,16.0
Kingston FURY Renegade,64.0,4,3600,4,16,8.889,16.0
Kingston KVR1333D3N9K2/8G,8.0,3,1333,2,4,13.503,9.0
TEAMGROUP T-Create Classic,32.0,5,5200,2,16,16.154,42.0
Crucial CT2K4G4DFS8213,8.0,4,2133,2,4,14.065,15.0
G.Skill Sniper X,32.0,4,3200,2,16,10.0,16.0
Corsair Vengeance RGB Pro,64.0,4,3000,4,16,10.0,15.0
G.Skill Trident Z Royal,16.0,4,4600,2,8,7.826,18.0
G.Skill Trident Z Royal,16.0,4,4400,2,8,8.182,18.0
Mushkin Redline,16.0,4,4000,2,8,9.0,18.0
G.Skill F4-3600C16Q2-64GTZKK,64.0,4,3600,8,8,8.889,16.0
ADATA XPG GAMMIX D10,32.0,4,3600,2,16,10.0,18.0
TEAMGROUP Xtreem ARGB,32.0,5,7600,2,16,9.474,36.0
Kingston KVR16N11H/8,8.0,3,1600,1,8,13.75,11.0
Samsung M393B2G70DB0-YK0,16.0,3,1600,1,16,13.75,11.0
Crucial CT51264BF160B,4.0,3,1600,1,4,13.75,11.0
Mushkin Essentials,8.0,4,2133,1,8,14.065,15.0
G.Skill Ripjaws V,32.0,4,3200,4,8,8.75,14.0
TEAMGROUP T-Force Dark,16.0,4,2400,2,8,11.667,14.0
Kingston FURY Renegade,32.0,4,3600,4,8,8.889,16.0
Kingston FURY Renegade,16.0,4,4000,2,8,9.5,19.0
Mushkin Redline Lumina,16.0,4,4133,2,8,9.194,19.0
Patriot Signature Line,32.0,5,4800,1,32,19.167,46.0
Crucial Ballistix,1.0,2,1066,1,1,9.381,5.0
Crucial CT2KIT25664AA1067,4.0,2,1066,2,2,13.133,7.0
Kingston ValueRAM,1.0,2,533,1,1,15.009,4.0
Kingston ValueRAM,1.0,2,800,1,1,12.5,5.0
Patriot Viper,4.0,3,1333,2,2,10.503,7.0
G.Skill Ripjaws,24.0,3,1600,6,4,11.25,9.0
Corsair XMS2,1.0,2,800,1,1,12.5,5.0
G.Skill Ripjaws,16.0,3,1066,4,4,13.133,7.0
Kingston ValueRAM,3.0,3,1333,3,1,13.503,9.0
G.Skill Ripjaws X,8.0,3,1866,2,4,9.646,9.0
G.Skill Sniper Gaming,12.0,3,1600,3,4,11.25,9.0
Samsung MV-3V4G4D/US,8.0,3,1333,2,4,13.503,9.0
Mushkin Essentials,8.0,3,1600,2,4,13.75,11.0
Mushkin Essentials,16.0,3,1600,4,4,13.75,11.0
Crucial Ballistix,4.0,3,1600,1,4,10.0,8.0
G.Skill Ripjaws Z,64.0,3,2400,8,8,8.333,10.0
G.Skill Sniper Gaming,32.0,3,1866,4,8,10.718,10.0
Crucial Ballistix Tactical,8.0,3,1600,1,8,10.0,8.0
G.Skill Aegis,16.0,3,1600,2,8,13.75,11.0
Transcend JetRam,8.0,3,1600,1,8,13.75,11.0
Crucial Ballistix Sport,16.0,3,1600,4,4,11.25,9.0
ADATA XPG Z1,16.0,4,2133,2,8,14.065,15.0
Crucial Ballistix Sport,16.0,4,2400,4,4,13.333,16.0
G.Skill Ripjaws 4,16.0,4,2800,4,4,11.429,16.0
Kingston HyperX Savage,32.0,3,1866,4,8,9.646,9.0
Corsair Vengeance LPX,16.0,4,3200,4,4,9.375,15.0
Kingston HyperX Fury,32.0,4,2133,4,8,13.127,14.0
Super Talent W1333UB4GV,4.0,3,1333,1,4,13.503,9.0
G.Skill Ripjaws 4,8.0,4,2666,2,4,11.253,15.0
G.Skill Ripjaws V,8.0,4,3600,2,4,9.444,17.0
Crucial Ballistix Tactical,8.0,4,2666,1,8,12.003,16.0
Kingston HyperX Savage,16.0,4,2666,2,8,9.752,13.0
G.Skill Ripjaws V,16.0,4,2800,1,16,10.714,15.0
Corsair Vengeance LPX,16.0,4,2800,2,8,10.714,15.0
GeIL Dragon RAM,16.0,4,3200,2,8,10.0,16.0
Crucial Ballistix Sport LT,64.0,4,2400,4,16,13.333,16.0
Kingston ValueRAM,32.0,4,2133,2,16,14.065,15.0
GeIL EVO POTENZA,16.0,4,2400,2,8,13.333,16.0
Kingston FURY,8.0,4,2133,1,8,13.127,14.0
Kingston KCP421NS8/8,8.0,4,2133,1,8,14.065,15.0
G.Skill Trident Z RGB,16.0,4,3000,2,8,9.333,14.0
TEAMGROUP Vulcan,8.0,4,2400,1,8,11.667,14.0
G.Skill Trident Z RGB,64.0,4,3200,4,16,8.75,14.0
Patriot Viper Elite,8.0,4,2133,2,4,13.127,14.0
Apacer Panther-Golden,8.0,4,2133,1,8,14.065,15.0
Apacer Panther-Golden,8.0,4,2400,1,8,13.333,16.0
Corsair Vengeance LED,16.0,4,2400,2,8,13.333,16.0
Kingston HyperX Fury,16.0,4,2133,1,16,13.127,14.0
Crucial Ballistix Sport AT,16.0,4,2666,1,16,12.003,16.0
Crucial CT16G4TFD8266,16.0,4,2666,1,16,14.254,19.0
Corsair Dominator Platinum RGB,16.0,4,3000,2,8,10.0,15.0
G.Skill Trident Z Royal,32.0,4,3200,2,16,8.75,14.0
Patriot Viper Steel,32.0,4,3000,2,16,10.667,16.0
Kingston KSM26ED8/16ME,16.0,4,2666,1,16,14.254,19.0
G.Skill Trident Z Neo,32.0,4,3600,4,8,7.778,14.0
Corsair Vengeance LPX,16.0,4,4800,2,8,7.5,18.0
G.Skill Aegis,64.0,4,3200,4,16,10.0,16.0
Kingston HyperX Predator RGB,8.0,4,3600,1,8,9.444,17.0
G.Skill F4-4000C15Q-32GTRS,64.0,4,4000,8,8,7.5,15.0
Antec Katana RGB,16.0,4,3200,2,8,10.0,16.0
